,Case No.,Claimant(s),Respondent(s),Status,Link
0,ARB(AF)/20/2,José Alejandro Hernández Contreras,Republic of Costa Rica,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/20/2
1,ARB/20/30,Donatas Aleksandravicius,Kingdom of Denmark,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/30
2,ARB/20/29,"Human Rights Defenders Inc., as assignee of Mr. Natale Palazzo, Mr. Rodolfo Scodeller and Mr. Antonio Basile",Swiss Confederation,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/29
3,ARB/20/28,Bob Meijer,Georgia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/28
4,ARB/20/27,Barrick (PD) Australia Pty Limited,Independent State of Papua New Guinea,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/27
5,ARB/20/26,Fengzhen Min,Republic of Korea,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/26
6,ARB/20/25,Winshear Gold Corp.,United Republic of Tanzania,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/25
7,ARB/20/24,Teyliom International and others,Republic of Benin,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/24
8,CONC/20/1,Barrick (Niugini) Limited,Independent State of Papua New Guinea,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=CONC/20/1
9,ARB/20/23,Coöperatieve Rabobank U.A.,United Mexican States,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/23
10,UNCT/20/2,Carlos Sastre and others,United Mexican States,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=UNCT/20/2
11,ARB/20/22,"Macro Trading Co., Ltd.",People's Republic of China,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/22
12,ARB/20/21,AHG Industry GmbH & Co. KG,Republic of Iraq,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/21
13,ARB/20/20,Zaur Leshkasheli and Rosserlane Consultants Limited,Republic of Azerbaijan,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/20
14,ARB/20/19,"Campos de Pesé, S.A.",Republic of Panama,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/19
15,ARB/20/18,Desarrollo Vial de los Andes S.A.C. ,Republic of Peru,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/18
16,UNCT/20/1,"Odyssey Marine Exploration, Inc.",United Mexican States,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=UNCT/20/1
17,ARB/20/17,Kansanshi Mining Plc,Republic of Zambia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/17
18,ARB/20/16,AFC Investment Solutions S.L. ,Republic of Colombia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/16
19,ARB/20/15,EP Wind Project (Rom) Six Ltd.,Romania,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/15
20,ARB/20/14,SMM Cerro Verde Netherlands B.V.,Republic of Peru,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/14
21,UNCT/20/3,"Westmoreland Mining Holdings, LLC",Canada,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=UNCT/20/3
22,ARB/20/13,"Espiritu Santo Holdings, LP",United Mexican States,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/13
23,ARB/20/12,BRIF TRES d.o.o. Beograd and BRIF-TC d.o.o. Beograd,Republic of Serbia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/12
24,ARB(AF)20/1,EnviroGold (Las Lagunas) Limited,Dominican Republic,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)20/1
25,ARB/20/11,Peteris Pildegovics and SIA North Star,Kingdom of Norway,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/11
26,ARB/20/10,Webuild S.p.A. (formerly Salini Impregilo S.p.A.),Republic of Panama,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/10
27,ARB/20/9,South32 SA Investments Limited,Republic of Colombia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/9
28,ARB/20/8,Freeport-McMoRan Inc.,Republic of Peru,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/8
29,ARB/20/7,"Neustar, Inc.",Republic of Colombia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/7
30,ARB/20/6,Adria Group B.V. and Adria Group Holding B.V.,Republic of Croatia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/6
31,ARB/20/5,"Telcell Wireless, LLC and International Telcell Cellular, LLC",Georgia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/5
32,ARB/20/4,Odebrecht Latinvest S.à.r.l.,Republic of Peru,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/4
33,ARB/20/3,Hamburg Commercial Bank AG,Italian Republic,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/3
34,ARB/20/2,Hope Services LLC,Republic of Cameroon,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/2
35,ARB/20/1,United Agencies Limited SA,People’s Democratic Republic of Algeria,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/20/1
36,ARB/19/35,Marko Mihaljevic,Republic of Croatia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/35
37,ARB/19/34,"Amec Foster Wheeler USA Corporation, Process Consultants, Inc., and Joint Venture Foster Wheeler USA Corporation and Process Consultants, Inc. ",Republic of Colombia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/34
38,ARB/19/33,Société Générale S.A.,Republic of Croatia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/33
39,ARB/19/32,DSG Yapi Sanayi Ticaret Anonim Sirketi,Kingdom of Saudi Arabia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/32
40,ARB/19/31,Gerald International Limited,Republic of Sierra Leone,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/31
41,ARB(AF)/19/3,"The Williams Companies International Holdings B.V., WilPro Energy Services (El Furrial) Limited and WilPro Energy Services (Pigap II) Limited",Bolivarian Republic of Venezuela,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/19/3
42,ARB/19/30,VM Solar Jerez GmbH and others,Kingdom of Spain,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/30
43,ARB/19/29,"Strabag SE, Erste Nordsee-Offshore Holding GmbH and Zweite Nordsee-Offshore Holding GmbH",Federal Republic of Germany,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/29
44,ARB/19/28,Latam Hydro LLC and CH Mamacocha S.R.L.,Republic of Peru,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/28
45,ARB/19/27,CTIP Oil & Gas International Limited,Arab Republic of Egypt,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/27
46,ARB/19/26,Terence Highlands,United Mexican States,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/26
47,ARB/19/25,Orazul International España Holdings S.L.,Argentine Republic,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/25
48,ARB/19/24,AAN Digital Services Holding Company (KSC),Democratic Republic of the Congo,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/24
49,ARB/19/23,"Sapec, S.A.",Kingdom of Spain,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/23
50,ARB(AF)/19/2,Gustavo Maeso Lando,Bolivarian Republic of Venezuela,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/19/2
51,ARB/19/22,"Glencore International A.G., C. I. Prodeco S.A., and Sociedad Portuaria Puerto Nuevo S.A.",Republic of Colombia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/22
52,ARB/19/21,Petrochemical Holding GmbH,Romania,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/21
53,ARB/19/20,Ayat Nizar Raja Sumrain and others,State of Kuwait,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/20
54,ARB/19/19,IC Power Ltd and Kenon Holdings Ltd,Republic of Peru,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/19
55,ARB/19/18,Niko Exploration (Block 9) Ltd.,People’s Republic of Bangladesh and Bangladesh Oil Gas and Mineral Corporation,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/18
56,ARB/19/17,"Richard N. Westbury, Paul D. Hinks and Symbion Power Tanzania Limited",United Republic of Tanzania,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/17
57,CONC/19/1,La Camerounaise des Eaux (CDE) ,Republic of Cameroon and Cameroon Water Utilities Cooperation (CAMWATER),Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=CONC/19/1
58,ARB/19/16,Latin American Regional Aviation Holding S. de R.L.,Oriental Republic of Uruguay,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/16
59,ARB/19/15,Axiata Investments (UK) Limited and Ncell Private Limited,Federal Democratic Republic of Nepal,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/15
60,ARB/19/14,Impresa Pizzarotti & C. S.p.A.,Kingdom of Morocco,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/14
61,ARB/19/13,Alejandro Diego Díaz Gaspar,Republic of Costa Rica,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/13
62,ARB/19/12,Kornikom EOOD,Republic of Serbia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/12
63,ARB/19/11,Nationale-Nederlanden Holdinvest B.V. and others,Argentine Republic,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/11
64,ARB/19/10,Shokat Mohammed Dalal,United Arab Emirates,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/10
65,ARB/19/9,Artem Skubenko and others,Republic of North Macedonia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/9
66,ARB/19/8,Ayoub-Farid Michel Saab,United Republic of Tanzania,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/8
67,ARB/19/7,Petroceltic Holdings Limited and Petroceltic Resources Limited,Arab Republic of Egypt,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/7
68,ARB/19/6,Angel Samuel Seda and others,Republic of Colombia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/6
69,ARB/19/5,Enel Fortuna S.A.,Republic of Panama,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/5
70,ARB/19/4,"Canepa Green Energy Opportunities I, S.á r.l. and Canepa Green Energy Opportunities II, S.á r.l.",Kingdom of Spain,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/4
71,ARB(AF)/19/1,Alois Schönberger,Republic of Tajikistan,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/19/1
72,UNCT/18/4,Alicia Grace and others,United Mexican States,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=UNCT/18/4
73,ARB/19/3,Energy Utility Corporation Limited,KivuWatt Limited,Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/3
74,ARB/19/2,Scholz Holding GmbH,Kingdom of Morocco,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/2
75,ARB/19/1,"Legacy Vulcan, LLC",United Mexican States,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/1
76,ARB/18/49,Smurfit Holdings B.V.,Bolivarian Republic of Venezuela,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/49
77,ARB/18/48,Hydrika 1 S.A.C. and others,Republic of Peru,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/48
78,ARB/18/47,Moti Ramot and Rami Levy,Republic of Bulgaria,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/47
79,ARB/18/46,"Westwater Resources, Inc.",Republic of Turkey,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/46
80,ARB/18/45,European Solar Farms A/S,Kingdom of Spain,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/45
81,ARB/18/44,SAUR and STEREAU,People’s Democratic Republic of Algeria ,Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/44
82,ARB/18/43,"Daniel W. Kappes and Kappes, Cassiday & Associates",Republic of Guatemala,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/43
83,UNCT/18/5,PACC Offshore Services Holdings Ltd,United Mexican States,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=UNCT/18/5
84,ARB/18/42,EBL (Genossenschaft Elektra Baselland) and Tubo Sol PE2 S.L.,Kingdom of Spain,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/42
85,ARB(AF)/18/6,Dick Fernando Abanto Ishivata,Bolivarian Republic of Venezuela,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/18/6
86,ARB/18/41,Alexander Nelin,Republic of Cyprus,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/41
87,ARB/18/40,"Inversiones Continental (Panamá), S.A.",Republic of Honduras,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/40
88,UNCT/18/3,Michael Anthony Lee-Chin,Dominican Republic,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=UNCT/18/3
89,ARB/18/39,KLS Energy Lanka Sdn. Bhd. and KLS Energy Lanka (Private) Ltd,Democratic Socialist Republic of Sri Lanka,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/39
90,ARB/18/38,"Talal Al Awamleh, Arab Telemedia Services LLC and Ain Telemedia Studios LLC",State of Qatar,Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/38
91,ARB/18/37,Oļegs Roščins,Republic of Lithuania,Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/37
92,ARB/18/36,Société d’Energie et d’Eau du Gabon and Veolia Africa,"Gabonese Republic and Société de Patrimoine du service public de l’eau potable, de l’énergie électrique et de l’assainissement",Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/36
93,ARB/18/35,Dirk Herzig as Insolvency Administrator over the Assets of Unionmatex Industrieanlagen GmbH,Turkmenistan,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/35
94,ARB/18/34,SECE İnşaat ve Ticaret A.Ş.,Turkmenistan,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/34
95,ARB/18/33,"GBM Global, S.A. de C.V., Fondo de Inversión de Renta Variable and others",Kingdom of Spain,Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/33
96,ARB/18/32,AS Windoor,Republic of Kazakhstan,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/32
97,ARB/18/31,International Holding Project Group and others,Arab Republic of Egypt,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/31
98,UNCT/18/1,Gas Natural SDG S.A. and Gas Natural Fenosa Electricidad Colombia S.L.,Republic of Colombia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=UNCT/18/1
99,ARB/18/30,Alverley Investments Limited and Germen Properties Ltd,Romania,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/30
100,ARB/18/29,The Carlyle Group L.P. and others,Kingdom of Morocco,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/29
101,ARB(AF)/18/5,Banco Bilbao Vizcaya Argentaria S.A.,Plurinational State of Bolivia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/18/5
102,ADM/18/1 and SCC  V2018/039,"Gardabani Holdings B.V., Inter RAO UES PJSC, Telasi JSC","Government of Georgia, Ministry of Economy and Sustainable Development of Georgia, State Service Bureau Ltd",Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ADM/18/1 and SCC Case No. V2018/039
103,ARB(AF)/18/4,Public Joint Stock Company Mobile TeleSystems ,Turkmenistan ,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/18/4
104,ARB/18/28,Rasia FZE and Joseph K. Borkowski,Republic of Armenia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/28
105,ARB/18/27,Sociedad Aeroportuaria Kuntur Wasi S.A. and Corporación América S.A.,Republic of Peru,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/27
106,ARB/18/26,ENAGÁS S.A. (España) and ENAGÁS Internacional S.L.U. (España),Republic of Peru,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/26
107,UNCT/18/2,Gramercy Funds Management LLC and Gramercy Peru Holdings LLC,Republic of Peru,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=UNCT/18/2
108,ARB/18/25,Itochu Corporation,Kingdom of Spain,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/25
109,ARB/18/24,African Petroleum Senegal Limited,Republic of Senegal,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/24
110,ARB/18/23,Gran Colombia Gold Corp.,Republic of Colombia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/23
111,ARB/18/22,Tantalum International Ltd. and Emerge Gaming Ltd.,Arab Republic of Egypt,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/22
112,ARB/18/21,Bay View Group LLC and The Spalena Company LLC,Republic of Rwanda,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/21
113,ARB/18/20,Veolia Propreté SAS,Italian Republic,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/20
114,ARB/18/19,LSG Building Solutions GmbH and others,Romania,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/19
115,ARB/18/18,Ipek Investment Limited,Republic of Turkey,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/18
116,ARB/18/17,Autopista del Norte S.A.C.,Republic of Peru,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/17
117,ARB/18/16,Togo Terminal ,Republic of Togo,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/16
118,ARB/18/15,NEPC Consortium Power Limited ,Bangladesh Power Development Board,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/15
119,ARB/18/14,HOCHTIEF Infrastructure GmbH,Kingdom of Saudi Arabia,Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/14
120,ARB/18/13,Galway Gold Inc.,Republic of Colombia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/13
121,ARB/18/12,Red Eagle Exploration Limited,Republic of Colombia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/12
122,ARB(AF)/18/3,"Kimberly-Clark Dutch Holdings, B.V., Kimberly-Clark S.L.U., and Kimberly-Clark BVBA",Bolivarian Republic of Venezuela,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/18/3
123,ARB/18/11,Société des Parcs d’Alger and Emirates International Investment Company LLC,People’s Democratic Republic of Algeria ,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/11
124,CONC/18/1,Société d’Energie et d’Eau du Gabon,Gabonese Republic,Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=CONC/18/1
125,ARB/18/10,"West African Aquaculture Ltd, Kurt Lennart Hansson and Martje Bolt Hansson",Republic of The Gambia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/10
126,ARB/18/9,Delta Belarus Holding BV,Republic of Belarus,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/9
127,ARB/18/8,Rand Investments Ltd. and others,Republic of Serbia  ,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/8
128,ARB(AF)/18/2,Shin Dong Baig,Socialist Republic of Vietnam,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/18/2
129,ARB/18/7,Corral Morocco Holdings AB,Kingdom of Morocco,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/7
130,ARB/18/6,Cem Selçuk Ersoy,Republic of Azerbaijan ,Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/6
131,ARB/18/5,Astrida Benita Carrizosa,Republic of Colombia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/5
132,ARB/18/4,Cascade Investments NV,Republic of Turkey,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/4
133,ARB/18/3,"Telefónica, S.A.",Republic of Colombia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/3
134,ARB/18/2,Almasryia for Operating & Maintaining Touristic Construction Co. L.L.C.,State of Kuwait,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/2
135,ARB/18/1,ACF Renewable Energy Limited,Republic of Bulgaria,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/1
136,ARB(AF)/18/1,GRAND EXPRESS Non-Public Joint Stock Company,Republic of Belarus,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/18/1
137,ARB/17/49,Erste Group Bank AG and others,Republic of Croatia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/49
138,ARB/17/48,"Wise Solutions CDI, SA",Republic of Côte d'Ivoire,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/48
139,ARB/17/47,AS PNB Banka and others,Republic of Latvia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/47
140,ARB/17/46,Cunico Resources N.V.,Republic of North Macedonia,Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/46
141,ARB/17/45,Mazen Al Ramahi,Hungary,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/45
142,ARB/17/44,The Lopez-Goyne Family Trust and others,Republic of Nicaragua ,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/44
143,ARB/17/43,"Samsung Engineering Co., Ltd.",Kingdom of Saudi Arabia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/43
144,ARB/17/42,MAKAE Europe SARL,Kingdom of Saudi Arabia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/42
145,ARB/17/41,DCM Energy GmbH & Co. Solar 1 KG and others,Kingdom of Spain,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/41
146,ARB/17/40,APCL Gambia B.V.,Republic of The Gambia,Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/40
147,ARB/17/39,African Petroleum Gambia Limited and APCL Gambia B.V.,Republic of The Gambia,Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/39
148,ARB/17/38,African Petroleum Gambia Limited and APCL Gambia B.V.,Republic of The Gambia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/38
149,ARB/17/37,Addiko Bank AG and Addiko Bank d.d.,Republic of Croatia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/37
150,ARB/17/36,Edmond Khudyan and Arin Capital & Investment Corp.,Republic of Armenia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/36
151,ARB(AF)/17/4,Venoklim Holding B.V.,Bolivarian Republic of Venezuela,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/17/4
152,ARB/17/35,Addiko Bank AG,Montenegro,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/35
153,ARB(AF)/17/3,"Vento Motorcycles, Inc.",United Mexican States,Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/17/3
154,ARB/17/34,Raiffeisen Bank International AG and Raiffeisenbank Austria d.d.,Republic of Croatia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/34
155,ARB/17/33,EcoDevelopment in Europe AB and EcoEnergy Africa AB,United Republic of Tanzania,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/33
156,ARB/17/32,Elitech B.V. and Razvoj Golf D.O.O.,Republic of Croatia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/32
157,ARB/17/31,Future Pipe International B.V.,Arab Republic of Egypt,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/31
158,ARB/17/30,Lotus Holding Anonim Şirketi,Turkmenistan,Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/30
159,ARB/17/29,Gardabani Holdings B.V. and Silk Road Holdings B.V.,Georgia,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/29
160,ARB(AF)/17/2,Eutelsat S.A.,United Mexican States,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/17/2
161,ARB/17/28,LTME Mauritius Limited and Madamobil Holdings Mauritius Limited,Republic of Madagascar,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/28
162,ARB/17/27,"Magyar Farming Company Ltd, Kintyre Kft and Inicia Zrt",Hungary,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/27
163,ARB/17/26,Puma Energy PNG Supply Ltd and Puma Energy PNG Refining Limited,Independent State of Papua New Guinea,Concluded,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/26
164,ARB/17/25,Mabco Constructions SA,Republic of Kosovo,Pending,https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/17/25
